@relation 'ABBREV-weka.filters.unsupervised.attribute.NominalToBinary-R53-weka.filters.unsupervised.attribute.OrdinalToNumeric-R51-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Remove-R1-5,8-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1'

@attribute Protein_(g) numeric

@data
0.026268
0.019475
0.035553
0.029438
0.013587
0.013587
0.013587
0.024909
0.014719
0.009058
0.009058
0.009171
0.009171
0.012455
0.012455
0.011322
0.022645
0.002264
0.002264
0
0.003397
0.015851
0.015851
0.037024
0.044158
0.028306
0.003397
0.004529
0.010643
0.010643
0.003397
0.003397
0.001132
0.001132
0.006793
0.006793
0.011322
0.003397
0.003397
0.002264
0.002264
0
0
0.004189
0.001132
0.001132
0.002264
0.002264
0.003397
0.002264
0.002264
0.003397
0.003397
0.002264
0.005661
0.002264
0.01019
0.002264
0.002264
0
0.002264
0.002264
0
0.001132
0.002264
0.006793
0.004529
0.004529
0.009058
0.007926
0.005661
0.006793
0.001132
0.149457
0.074728
0.075408
0.12115
0.008039
0.008039
0.124434
0.075521
0.010077
0.010077
0.152853
0.075294
0.013587
0.021513
0.021513
0.024909
0.028306
0.118886
0.076993
0.095109
0.287591
0.098505
0.133605
0.086051
0.122283
0.12115
0.114357
0.002264
0.002264
0.003397
0.002264
0.002264
0.012455
0.003397
0.003397
0.002264
0.003397
0.014719
0.003397
0.003397
0.002264
0.018116
0.019928
0.001132
0.002264
0.001132
0.000679
0.023098
0.013587
0.011436
0.004529
0.015851
0.026042
0.011322
0.028306
0.029438
0.038496
0.012455
0.043025
0.024457
0.040648
0
0.161798
0.028419
0.039629
0.042233
0.098505
0.046875
0.043252
0.056612
0.043252
0.056612
0.039063
0.044158
0.056612
0.078125
0.040421
0.016418
0.03159
0.127944
0.015625
0.122283
0.015625
0.122283
0.122283
0.03125
0.02072
0.160779
0.015625
0.039968
0.03125
0.186821
0.037704
0.158514
0.020607
0.018569
0.036119
0.015625
0.141531
0.123415
0.030344
0.015625
0.129076
0.157382
0.024004
0.02038
0.018229
0.035439
0.142663
0.039968
0.02072
0.02038
0.141531
0.015399
0.029891
0.141531
0.123302
0.036119
0.015399
0.029891
0.018569
0.122849
0.018116
0.032382
0.17663
0.02423
0.141531
0.015625
0.122849
0.031703
0.019248
0.036798
0.138134
0.018456
0.036232
0.141531
0.17663
0.02423
0.014266
0.02038
0.015851
0.032835
0.13587
0.02038
0.040761
0.153986
0.019361
0.144135
0.021739
0.16327
0.016757
0.03091
0.126019
0.015399
0.123302
0.029891
0.035439
0.018229
0.142663
0.022645
0.038496
0.158401
0.012568
0.016418
0.016418
0.01721
0.061481
0.034534
0.037477
0.147192
0.020154
0.133605
0.019361
0.02457
0.020833
0.022305
0.022305
0.015625
0.020833
0.016304
0.016304
0.016304
0.022305
0.019928
0.015851
0.008039
0.011436
0.075521
0.141531
0
0.124547
0
0
0.006793
0.002264
0.002264
0.007813
0.0351
0.012341
0.00736
0.006567
0.004416
0.005661
0.009398
0.01087
0.012455
0.003397
0.023777
0.001132
0.01019
0
0
0
0
0
0
0
0
0
0
0
0.01019
0.004642
0.008718
0.005774
0.001132
0
0.008718
0.006567
0.004303
0.005322
0.012455
0.001132
0.002264
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015512
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00351
0
0
0
0
0
0
0
0
0
0
0.011322
0.037364
0.037364
0
0
0.001812
0.002491
0.001359
0.001925
0.006793
0
0.001812
0.002491
0.001925
0.016984
0.003397
0.022645
0.001812
0.002944
0.002264
0.001132
0
0
0.006227
0.010983
0.002831
0.014946
0.014153
0.004189
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.021513
0
0
0.002038
0
0
0.001585
0.000226
0
0
0.001472
0
0.002944
0.000793
0.004642
0
0.011096
0
0.001812
0.017323
0.005774
0.001812
0.002491
0.001359
0.001925
0.006793
0.001812
0.001925
0
0
0
0
0
0.009851
0.010417
0.016644
0.012115
0.004189
0.004189
0.00736
0.317482
0.207541
0.258605
0.323483
0.303216
0.277287
0.210598
0.255208
0.32337
0.309103
0.279438
0.242188
0.346128
0.327559
0.30899
0.150928
0.116848
0.216146
0.230525
0.172328
0.202446
0.368433
0.307405
0.199955
0.34409
0.176064
0.299026
0.191576
0.276947
0.229506
0.266644
0.344769
0.328578
0.295969
0.188972
0.247396
0.308197
0.294044
0.266078
0.262681
0.371603
0.349977
0.326993
0.227355
0.328238
0.309896
0.294044
0.042233
0.159081
0.248755
0.314651
0.293818
0.251132
0.221467
0.339561
0.31918
0.286572
0.236073
0.28125
0.360507
0.337409
0.310122
0.254755
0.378623
0.351223
0.328125
0.20471
0.248528
0.305254
0.26438
0.286685
0.219769
0.324049
0.274457
0.311368
0.185349
0.24649
0.303895
0.272079
0.273664
0.216938
0.321332
0.27423
0.297328
0.159307
0.224411
0.271852
0.222034
0.198709
0.304235
0.27808
0.187047
0.244678
0.302876
0.263361
0.263361
0.2226
0.319067
0.280344
0.283062
0.19837
0.224977
0.29563
0.269361
0.257926
0.248755
0.341372
0.344882
0.307745
0.193501
0.271286
0.275249
0.271399
0.230186
0.283175
0.205389
0.303102
0.251359
0.307178
0.212183
0.263247
0.197917
0.281703
0.198709
0.304348
0.240716
0.344429
0.202559
0.291327
0.261549
0.374094
0.223053
0.318614
0.209579
0.320992
0.212523
0.327899
0.206975
0.2988
0.130095
0.215014
0.206975
0.265851
0.212183
0.197237
0.224751
0.179574
0.284873
0.257586
0.328012
0.185349
0.264946
0.233696
0.25702
0.26687
0.275928
0.251359
0.22226
0.246377
0.255774
0.209126
0.198143
0.246377
0.245018
0.323256
0.256341
0.329031
0.146739
0.27106
0.205842
0.299366
0.212862
0.299479
0.189085
0.281703
0.206748
0.305707
0.186934
0.254529
0.248641
0.334579
0.224298
0.308764
0.267889
0.341146
0.240942
0.313745
0.301064
0.247849
0.325068
0.221241
0.315557
0.22894
0.310009
0.319973
0.240942
0.313745
0.267889
0.341146
0.267889
0.341146
0.215466
0.24649
0.129076
0.268116
0.21173
0.066576
0.250906
0.212862
0.199275
0.160779
0.128963
0.156137
0.166667
0.150476
0.2226
0.309896
0.19418
0.252151
0.226902
0.263813
0.286458
0.222713
0.286911
0.230072
0.2774
0.3125
0.302876
0.329484
0.313745
0.251812
0.162251
0.168139
0.185122
0.16678
0.197464
0.263587
0.272758
0.219656
0.311594
0.249321
0.253736
0.320879
0.286911
0.317029
0.325408
0.199955
0.272418
0.313519
0.263021
0.311141
0.304121
0.259624
0.275589
0.210145
0.190217
0.171988
0.229733
0.298573
0.290421
0.254869
0.265172
0.293705
0.184556
0.257813
0.321898
0.254755
0.354053
0.251925
0.258492
0.381227
0.251585
0.366621
0.261322
0.258265
0.329144
0.22894
0.296082
0.246943
0.25351
0.328465
0.268229
0.332541
0.258832
0.264493
0.323256
0.243999
0.3262
0.248981
0.249887
0.247396
0.322577
0.245358
0.318388
0.291893
0.26687
0.358809
0.328238
0.21207
0.306839
0.292799
0.19135
0.284307
0.293025
0.270947
0.277966
0.165421
0.108469
0.187613
0.257246
0.255548
0.217278
0.286911
0.260303
0.260417
0.216372
0.274343
0.138813
0.125793
0.229959
0.243999
0.204144
0.279891
0.234375
0.1875
0.265738
0.247396
0.218184
0.295516
0.243886
0.305367
0.139153
0.250793
0.201993
0.289289
0.226676
0.300272
0.2363
0.301291
0.215466
0.295403
0.248981
0.31635
0.264266
0.334126
0.254529
0.341599
0.162477
0.278306
0.232337
0.233243
0.305367
0.218184
0.305367
0.243886
0.284647
0.323936
0.218184
0.295516
0.218184
0.235394
0.295516
0.243886
0.305367
0.247736
0.328465
0.221128
0.325408
0.225996
0.319407
0.267889
0.341146
0.240942
0.313745
0.221241
0.271173
0.190897
0.29212
0.362998
0.345788
0.319746
0.334013
0.020607
0.054688
0.026947
0.066576
0.086051
0.058764
0.012908
0.043591
0.014946
0.009058
0.050045
0.018229
0.057292
0.026947
0.023777
0.034986
0.026834
0.057858
0.020833
0.022305
0.033288
0.057631
0.034194
0.019701
0.018003
0.035892
0.028533
0.042346
0.009058
0.024117
0.039402
0.026947
0.016984
0.015285
0.028419
0.034647
0.024909
0.026947
0.019475
0.074049
0.05231
0.086957
0.017097
0.026947
0.025136
0.009171
0.018003
0.040195
0.026834
0.018569
0.049026
0.012908
0.019475
0.04495
0.050385
0.0274
0.18082
0.195879
0.188632
0.165308
0.026947
0.026947
0.0274
0.084692
0.036572
0.09058
0.067142
0.013587
0.104167
0.042459
0.070765
0.121603
0.008039
0.127604
0.014266
0.113225
0.101902
0.099411
0.029438
0.11798
0.147192
0.174592
0.144928
0.013587
0.035892
0.04495
0.052083
0.018229
0.009284
0.010077
0.024683
0.019928
0.016531
0.01721
0.042686
0.043478
0.045177
0.005774
0.014606
0.022305
0.028533
0.025589
0.037477
0.015285
0.022645
0.016984
0.057292
0.036232
0.0137
0.015399
0.012908
0.067142
0.047441
0.043591
0.04529
0.007246
0.033967
0.028872
0.013134
0.018229
0.025928
0.042686
0.032835
0.018229
0.018229
0.018229
0.034081
0.024909
0.009171
0.02038
0.017437
0.017437
0.017437
0.017437
0.017437
0.017437
0.027174
0.034873
0.017437
0.036685
0.027174
0.018116
0.018116
0.027174
0.017437
0.026155
0.018116
0.018116
0.017437
0.046196
0.037024
0.026721
0.02774
0.032382
0.031024
0.028419
0.056273
0.02774
0.032382
0.037024
0.026381
0.031476
0.044724
0.020833
0.008379
0.020833
0.026947
0.018229
0.04178
0.028646
0.024117
0.019135
0.019135
0.038383
0.019135
0.019135
0
0.018909
0.019135
0
0.019135
0.019135
0.019135
0.019135
0.019135
0.019135
0.018909
0.018229
0.009171
0.019928
0.018229
0.014606
0.018229
0.009171
0.017097
0.0274
0.036572
0.026947
0.026947
0.008945
0.0274
0.018003
0.018229
0.026947
0.028419
0.0274
0.079597
0.026721
0.018003
0.026947
0.035892
0.035892
0.026947
0.035892
0.042912
0.016531
0.018003
0.088428
0.023098
0.037024
0.032382
0.037024
0.037024
0.026268
0.032382
0.032382
0.03861
0.032382
0.069293
0.032382
0.02774
0.010643
0.0274
0.037024
0.032609
0.033628
0.045177
0.018456
0.021852
0.007699
0.024796
0.022871
0.050838
0.032722
0.015965
0.012228
0.02774
0.013134
0.016418
0.028193
0.009624
0.023098
0.01755
0.027853
0.025136
0.02774
0.035779
0.069293
0.032382
0.032382
0.020041
0.032382
0.008718
0.007473
0.014606
0.012794
0.013813
0.009851
0.036232
0.046196
0.008152
0.073936
0.012568
0.037024
0.05548
0.020154
0.037024
0.009284
0.018116
0.014493
0.009737
0.011436
0.025249
0.0137
0.002378
0.002378
0.00317
0.004416
0.044497
0.007699
0.011436
0.003623
0.018456
0.01053
0.009284
0.013813
0.013813
0.023098
0.004642
0.009511
0.02774
0.032382
0.032382
0.032382
0.018456
0.026381
0.013813
0.026834
0.02774
0.02038
0.010417
0.008039
0.013813
0.115149
0.023777
0.007473
0.011096
0.014832
0.011096
0.007473
0.011096
0.011096
0.007473
0.011096
0.007473
0
0
0.018909
0
0
0
0
0
0
0
0.013587
0.002604
0.02774
0.022871
0.022645
0.032835
0.019248
0.037364
0.022645
0.009058
0.014719
0.1113
0.056612
0.1113
0.047101
0.075747
0.021852
0.022871
0.02106
0.002717
0.086957
0.0351
0.033967
0.030571
0.047554
0.058877
0.073596
0.044158
0.026042
0.027174
0.097373
0.043025
0.030571
0.070199
0.030684
0.036005
0.075974
0.015738
0.017437
0.02038
0.018229
0.096581
0.11096
0.132699
0.17346
0.01019
0.007926
0.022645
0.008945
0.036232
0.01438
0.012455
0.011322
0.104167
0.022645
0
0.028306
0.057745
0.015965
0.043025
0.048687
0.057745
0.189085
0.113904
0.115716
0.006114
0.012341
0.027174
0.009171
0.014606
0.030571
0.026947
0.018229
0.035892
0.017437
0.018116
0.019135
0.019135
0
0.008945
0.179348
0.158514
0.161232
0.172894
0.165308
0.158854
0.123528
0.172101
0.173234
0.129303
0.155344
0.164176
0.161911
0.159647
0.203918
0.272871
0.259284
0.13587
0.13236
0.175611
0.138474
0.181839
0.186821
0.190784
0.187953
0.18433
0.098279
0.153986
0.183197
0.15659
0.161345
0.125679
0.215466
0.172101
0.159647
0.210824
0.198143
0.141531
0.246943
0.185349
0.133605
0.184556
0.152287
0.129076
0.160779
0.195879
0.217957
0.127151
0.159647
0.208333
0.136662
0.168931
0.174253
0.209805
0.15625
0.192482
0.131793
0.142663
0.247396
0.217391
0.255661
0.238564
0.08673
0.135643
0.13587
0.150362
0.197577
0.167686
0.118886
0.210371
0.216486
0.174139
0.195539
0.125113
0.161345
0.224751
0.184556
0.293252
0.152853
0.12851
0.18048
0.350883
0.09058
0.223732
0.141531
0.141531
0.169271
0.151721
0.172441
0.158401
0.140172
0.172894
0.16995
0.182631
0.199275
0.136662
0.145947
0.219995
0.174592
0.143682
0.329484
0.138134
0.220109
0.16361
0.22192
0.245697
0.170403
0.153986
0.170403
0.167572
0.158514
0.190217
0.190104
0.148324
0.165195
0.147871
0.130888
0.203012
0.145041
0.133152
0.24683
0.126812
0.236639
0.152853
0.13236
0.11062
0.116168
0.091259
0.111866
0.171196
0.175498
0.212749
0.206182
0.136436
0.270494
0.128284
0.116735
0.197011
0.110054
0.116735
0.120811
0.189651
0.237092
0.1524
0.140965
0.139946
0.122736
0.117074
0.163043
0.334013
0.150928
0.24264
0.209692
0.106544
0.121264
0.148777
0.113225
0.057745
0.10077
0.049706
0.050385
0.080389
0.136889
0.052083
0.054348
0.058877
0.072124
0.072464
0.084918
0.104167
0.075747
0.115489
0.112092
0.060009
0.104167
0.048687
0.05231
0.060009
0.154778
0.127038
0.106431
0.100204
0.068048
0.072577
0.08707
0.112998
0.086843
0.119452
0.071332
0.096241
0.051064
0.087409
0.086051
0.072464
0.076427
0.07937
0.201427
0.054348
0.044837
0.064538
0.062274
0.121264
0.095109
0.05548
0.096241
0.11096
0.037591
0.329484
0.300611
0.093976
0.093976
0.086617
0.019361
0.082767
0.017889
0.101676
0.112432
0.071332
0.01019
0.118886
0.016304
0.131341
0.020607
0.120018
0.020833
0.020607
0.133605
0.14889
0.028759
0.134964
0.026834
0.0976
0.107903
0.026834
0.104167
0.095675
0.022418
0.078578
0.148324
0.022645
0.126812
0.022645
0.184103
0.128736
0.133605
0.071332
0.16644
0.076087
0.099638
0.019361
0.013927
0.013927
0.01019
0.016531
0.120018
0.020607
0.120018
0.028759
0.022985
0.022645
0.098505
0.088315
0.073596
0.076993
0.143116
0.111979
0.037817
0.03861
0.103487
0.044384
0.12885
0.127151
0.140172
0.109375
0.095335
0.091938
0.093976
0.099864
0.192822
0.022985
0.099638
0.022985
0.087183
0.074615
0.096241
0.063406
0.023551
0.023438
0.074615
0.092731
0.075747
0.093976
0.101902
0.062274
0.061141
0.063406
0.061707
0.062274
0.070086
0.089447
0.101902
0.097373
0.048687
0.163496
0.074728
0.076993
0.099638
0.099638
0.084918
0.104053
0.041214
0.047441
0.068727
0.053102
0.086277
0.129642
0.120018
0.051517
0.047668
0.198822
0.127264
0.355865
0.053895
0.05197
0.074615
0.071332
0.131341
0.189085
0.128963
0.147192
0.113225
0.106431
0.281816
0.155118
0.04812
0.11764
0.098392
0.101563
0.180933
0.103148
0.1113
0.099638
0.12149
0.155118
0.133605
0.078125
0.098505
0.13587
0.106431
0.063293
0.353261
0.039063
0.065331
0.050498
0.08639
0.05548
0.118659
0.099864
0.097373
0.051064
0.037591
0.046988
0.102921
0.044158
0.115602
0.06601
0.066803
0.067255
0.068614
0.07303
0.073256
0.018909
0.015512
0.063293
0.080389
0.124547
0.11764
0.124547
0.098505
0.088315
0.10077
0.102921
0.105639
0.050272
0.075521
0.096241
0.190104
0.20822
0.252378
0.133605
0.125679
0.128963
0.127151
0.131454
0.016304
0.021286
0.133265
0.018682
0.022079
0.057631
0.246264
0.063406
0.06567
0.073596
0.061141
0.148324
0.064425
0.203804
0.131341
0.12115
0.062274
0.06567
0.054348
0.056612
0.06567
0.08707
0.071332
0.084918
0.078125
0.084918
0.088315
0.088315
0.075861
0.097373
0.049932
0.10428
0.103827
0.052083
0.096241
0.127944
0.089447
0.092731
0.073596
0.096241
0.127491
0.181159
0.115036
0.116508
0.072464
0.087183
0.088315
0.250226
0.054348
0.079257
0.088315
0.079257
0.134851
0.083899
0.080389
0.057745
0.048687
0.066803
0.075861
0.12115
0.080389
0.071332
0.089447
0.037251
0.103034
0.073596
0.039629
0.099751
0.076766
0.088315
0.09726
0.099638
0.053102
0.058764
0.104733
0.064425
0.076993
0.106318
0.093976
0.08639
0.185349
0.186821
0.099524
0.111073
0.092618
0.128057
0.114357
0.136096
0.186821
0.104053
0.083786
0.098392
0.082654
0.082654
0.085938
0.159647
0.169837
0.174253
0.243433
0.097373
0.085938
0.103034
0.092618
0.068954
0.252378
0.078125
0.004529
0.004529
0.002944
0.003057
0.002944
0.00317
0.002038
0.002038
0.014946
0.00317
0.01053
0.002491
0.002264
0.00317
0.003284
0.001132
0.005774
0.001585
0.001925
0.001812
0.015851
0.008039
0.007813
0.007133
0.006793
0.006001
0.006001
0.005774
0.006227
0.05548
0.021852
0.038383
0.013587
0.013247
0.007926
0.004189
0.022645
0.022192
0.025249
0.012341
0.044044
0.015738
0.003397
0.014153
0.014832
0.013361
0.008379
0.00736
0
0.004755
0.004529
0.011209
0.012455
0.012115
0.011775
0.005661
0.017776
0.011322
0.008718
0.008379
0.008265
0.008039
0.010417
0.012002
0.008718
0.010303
0.006907
0.006793
0.00668
0.013021
0.004529
0.005208
0.001925
0.01019
0.003397
0.015851
0.015851
0.046196
0.019248
0.02774
0.007473
0.008492
0.004529
0.004416
0.004303
0.004303
0.037364
0.016078
0.004755
0.005208
0.004529
0.004529
0.004416
0.004416
0.003963
0.005774
0.00385
0.00385
0.003736
0.009964
0.00736
0.161458
0.007133
0.008718
0.005661
0.006227
0.007813
0.009964
0.007133
0.006567
0.007926
0.006341
0.006567
0.006567
0.022305
0.006227
0.005661
0.005661
0.009171
0.004189
0.007133
0.008152
0.005661
0.005435
0.004189
0.021513
0.028872
0.006567
0.003623
0.019475
0.008152
0.013587
0.053442
0.012908
0.021286
0.012455
0.003963
0.005095
0.005208
0.016984
0.007926
0.004755
0.002831
0.028306
0.009398
0.043025
0.01721
0.014832
0.05548
0.004869
0.005661
0.009284
0.004642
0.02774
0.009511
0.012568
0.006114
0.009511
0.016304
0.012002
0.004303
0.009511
0.010983
0.011662
0.010643
0.011775
0.010303
0.007926
0.014719
0.007926
0.007699
0.007699
0.007699
0.007699
0.006793
0.027174
0.027174
0.006793
0.016984
0.006793
0.009171
0.00702
0.005095
0.005661
0.005661
0.005322
0.001585
0.001925
0.024909
0.004416
0.007586
0.010303
0.004982
0.007133
0.004529
0.005095
0.005095
0.005322
0.004642
0.055367
0.022758
0.040874
0.013134
0.012002
0.007133
0.003057
0.004076
0.002151
0.00385
0.003397
0.002151
0.002264
0.002151
0.021173
0.010303
0.009737
0.001245
0.006567
0.015625
0.009058
0.006114
0.004869
0.004755
0.004076
0.003963
0.00385
0.004529
0.004076
0.014719
0.004529
0.009058
0.014719
0.008945
0.007926
0.004416
0.005774
0.004189
0.004076
0.004076
0.018909
0.008265
0.009851
0.041893
0.013927
0.024683
0.01087
0.012341
0.006907
0.008605
0.004529
0.038383
0.03476
0.028533
0.00736
0.013587
0.009398
0.007926
0.01019
0.006227
0.004416
0.01087
0.006793
0.004982
0.016418
0.011322
0.007586
0.006341
0.004869
0.005888
0.006001
0.023324
0.031703
0.004642
0.006907
0.002491
0.008039
0.005661
0.005322
0.011775
0.006341
0.005774
0.007246
0.007813
0.008265
0.005888
0.002717
0.004982
0.008492
0.001132
0.001925
0.002038
0.004189
0.005661
0.003057
0.001245
0.004076
0.005774
0.001585
0.004416
0.003736
0.004076
0.004982
0.006567
0.004076
0.020494
0.016644
0.023777
0.00385
0.016984
0.026042
0.006227
0.006001
0.005208
0.004642
0.009624
0.001245
0.001019
0.001245
0.001019
0.006341
0.00385
0.00317
0.001698
0.001812
0.001925
0.016984
0.016078
0.006341
0.007473
0.004982
0.020154
0.004642
0.003057
0.00317
0.004982
0.002831
0.002264
0.007699
0.004755
0.006793
0.004076
0.004755
0.004189
0.007133
0.007133
0.007133
0.004982
0.001359
0.013587
0.003397
0.011549
0.003057
0.004529
0.005322
0.008492
0.011889
0.005661
0.005661
0.005435
0.113904
0.157495
0.240036
0.206295
0.033062
0.105752
0.104733
0.079937
0.197351
0.303782
0.231884
0.332994
0.229506
0.306046
0.246943
0.326766
0.224977
0.293931
0.245245
0.324841
0.223505
0.308311
0.30933
0.306726
0.24264
0.323483
0.323483
0.324049
0.221467
0.300498
0.268569
0.275023
0.240263
0.317255
0.282948
0.290987
0.234488
0.319407
0.289968
0.30582
0.248981
0.341938
0.302989
0.323596
0.22962
0.301857
0.276495
0.305593
0.246716
0.328691
0.292006
0.326313
0.231884
0.3262
0.305254
0.30163
0.245131
0.350996
0.331635
0.314538
0.237206
0.296309
0.243999
0.330616
0.301404
0.299479
0.253736
0.345788
0.312274
0.308311
0.19452
0.263587
0.221354
0.286798
0.211843
0.281703
0.265738
0.229393
0.302989
0.302083
0.197237
0.283854
0.289629
0.261662
0.21207
0.300838
0.302763
0.274117
0.175159
0.329031
0.311481
0.268909
0.116395
0.137455
0.086504
0.141418
0.254189
0.180593
0.262228
0.195539
0.26721
0.072237
0.186368
0.287591
0.019928
0.242188
0.294611
0.15942
0.187953
0.170177
0.210145
0.32269
0.202219
0.319293
0.190784
0.298687
0.184556
0.272871
0.142889
0.132926
0.229959
0.13168
0.236979
0.256114
0.209352
0.239583
0.23245
0.314764
0.228374
0.144701
0.221467
0.209352
0.252717
0.283628
0.219656
0.3399
0.239357
0.057178
0.064312
0.086504
0.231318
0.282382
0.186481
0.195652
0.248415
0.200974
0.192482
0.334692
0.32654
0.283288
0.31284
0.303555
0.344882
0.206748
0.248755
0.203465
0.237092
0.332428
0.214561
0.29846
0.302083
0.215919
0.26053
0.225317
0.297668
0.31284
0.292346
0.305593
0.24683
0.316463
0.33356
0.313406
0.3262
0.218976
0.299932
0.246264
0.235054
0.314085
0.330616
0.254642
0.321671
0.31918
0.335371
0.258265
0.325521
0.323822
0.34409
0.233809
0.191123
0.290874
0.338089
0.294837
0.344429
0.241621
0.25351
0.227355
0.295177
0.240376
0.333673
0.213315
0.266644
0.197464
0.174479
0.208673
0.206069
0.19486
0.20188
0.212183
0.215353
0.191123
0.327785
0.320992
0.404552
0.441689
0.384058
0.242301
0.000793
0.242414
0.174706
0.236866
0.249547
0.236639
0.170856
0.157156
0.159307
0.273324
0.282495
0.314198
0.255435
0.240942
0.213089
0.203691
0.196332
0.245584
0.237206
0.232903
0.220109
0.211164
0.196784
0.203012
0.163836
0.198483
0.257133
0.284307
0.275589
0.217957
0.099298
0.084918
0.216372
0.307745
0.219429
0.211277
0.258379
0.253057
0.223053
0.159081
0.155005
0.161685
0.182178
0.193161
0.178102
0.188519
0.158401
0.227582
0.210824
0.235507
0.210824
0.2012
0.220335
0.205729
0.224751
0.170743
0.157156
0.254416
0.259058
0.296422
0.236526
0.251132
0.232563
0.271173
0.294611
0.276947
0.299932
0.269361
0.276155
0.244678
0.288496
0.275815
0.254189
0.236526
0.104959
0.244678
0.230865
0.312274
0.207088
0.335711
0.238791
0.220222
0.320765
0.228261
0.243433
0.194633
0.292572
0.252151
0.31216
0.245018
0.255208
0.322351
0.311028
0.245131
0.352242
0.259058
0.203691
0.238904
0.258492
0.302197
0.345901
0.255774
0.307292
0.358809
